source_line,unix_time,monotonic,group_sequence_le,fragment_le,att_value_hex
1143,1789484861.5948963,46762.4268232,357,2,65010200866f1547bc6d29f604006501ad7a4d87
1144,1789484861.6134481,46762.4453748,358,0,660100001ba99305fbb476803e0559ac9977e42d
1145,1789484861.614127,46762.4460536,358,1,660101007e55d1505936bdbda8c4ec1949f2b444
1146,1789484861.6148956,46762.4468222,358,2,66010200783c8f8c960fef520100660149f2b444
1147,1789484861.6334538,46762.4653805,359,0,670100001ca4ab363dd288890ff6561d16182533
1148,1789484861.6341555,46762.4660824,359,1,6701010029908408f827a28ab175df455af14319
1149,1789484861.634913,46762.4668398,359,2,670102003e968e069f37038e010067015af14319
1150,1789484861.6534061,46762.4853329,360,0,68010000e6a50b014395e4352a4717c5be92bc9c
1151,1789484861.6541612,46762.486088,360,1,68010100ca4beff7f4b599ccd2d51211b4125633
1152,1789484861.6549034,46762.48683,360,2,68010200fcd23b13b13be9fb00006801b4125633
1153,1789484861.6734324,46762.5053592,361,0,69010000fc9be20e396d454db84b57ad78e418d2
1154,1789484861.6741529,46762.5060796,361,1,69010100b79b423dd6354c57567b0403be506a0d
1155,1789484861.6749926,46762.5069194,361,2,69010200c7960f444838c73c01006901be506a0d
1156,1789484861.6934268,46762.5253536,362,0,6a010000d891733649689f08132de6a90f5d8e9e
1157,1789484861.6941266,46762.5260534,362,1,6a0101000e66f823760f1018344515078740094a
1158,1789484861.6948926,46762.5268193,362,2,6a010200110f344f38fde9ab00006a018740094a
1159,1789484861.7134352,46762.545362,363,0,6b010000788a7fe6865e553c069ad1a40eb312e3
1160,1789484861.7141345,46762.5460614,363,1,6b0101008a6dd42654a116f1521e5ef4f50bfcfb
1161,1789484861.7149215,46762.5468484,363,2,6b01020036d75388ba0e999400006b01f50bfcfb
1162,1789484861.7334254,46762.5653521,364,0,6c010000a28c6ca1a4468ce0c40624638048860f
1163,1789484861.7341747,46762.5661016,364,1,6c0101008715a277a474670eda8829b6347e8839
1164,1789484861.7349107,46762.5668376,364,2,6c010200c7676298a213e92b00006c01347e8839
1165,1789484861.7534146,46762.5853414,365,0,6d01000016ac7b5c467e63e761424f91485a52d1
1166,1789484861.754203,46762.5861299,365,1,6d010100009dff175f9e9d064039a5a69cb21610
1167,1789484861.7549114,46762.5868382,365,2,6d010200f3aa7ae146a3e99502006d019cb21610
1168,1789484861.7734153,46762.6053422,366,0,6e01000097bc651ec891931723e8f393025f56fe
1169,1789484861.7741714,46762.6060981,366,1,6e010100c7b52c23989132b4f7400a52fd2526c7
1170,1789484861.7749891,46762.6069158,366,2,6e010200a8185b8f534be95402006e01fd2526c7
1171,1789484861.7933996,46762.6253262,367,0,6f01000062bdb2e10a90db2e6b8de3cec6cf6e96
1172,1789484861.794124,46762.6260506,367,1,6f010100a020b6a11d234af44581c4f42015ce08
1173,1789484861.7949233,46762.6268501,367,2,6f0102003914fb0f319929eb02006f012015ce08
1174,1789484861.81344,46762.6453668,368,0,70010000d2b46e00935a7bdae192e796adcc4709
1175,1789484861.8141813,46762.6461081,368,1,700101004780329184087ad0e3505e5779f67aa4
1176,1789484861.8149,46762.6468267,368,2,70010200a42fb6d7487bb9b70200700179f67aa4
1177,1789484861.83345,46762.6653769,369,0,71010000d8ab7ef79f3c2e1065824e98ffc68aa8
1178,1789484861.8341448,46762.6660716,369,1,7101010032505aaacda984d20f0e32e43666502c
1179,1789484861.834908,46762.6668347,369,2,7101020071b487504179e95b010071013666502c
1180,1789484861.8534293,46762.6853561,370,0,7201000072ad8466070b72683a2c408234153ffc
1181,1789484861.8541772,46762.6861041,370,1,72010100399084668c45c784c644e31277ecc04a
1182,1789484861.8549151,46762.686842,370,2,720102003df61d348e1b31bf0100720177ecc04a
1183,1789484861.873448,46762.7053746,371,0,730100007aa752f65a26c90abf59c2e71eab369b
1184,1789484861.8741758,46762.7061026,371,1,7301010035d3eed18c85b02cbd501954cd1eda30
1185,1789484861.8750472,46762.7069741,371,2,7301020054580e8f3336d1ec01007301cd1eda30
1186,1789484861.893455,46762.7253819,372,0,7401000076957f046ecc3ca6289376ed4b19690a
1187,1789484861.8941445,46762.7260712,372,1,7401010034a9d6949ec1146fa12d2c883cb95acc
1188,1789484861.8949125,46762.7268394,372,2,74010200d641a7430f38090e000074013cb95acc
1189,1789484861.9134493,46762.745376,373,0,750100008e8bcc1496026151b2a667210b2e9ce8
1190,1789484861.9141734,46762.7461003,373,1,75010100764e1104a21a0a11efaaad85f554ea26
1191,1789484861.9148982,46762.746825,373,2,750102006baa0ca54670e9aa00007501f554ea26
1192,1789484861.9334536,46762.7653804,374,0,76010000db8c28cc95e686c6dc1b16cbcc8ad81c
1193,1789484861.934136,46762.7660626,374,1,76010100c1275b0cea2d9373d35b8a704d6ed2c8
1194,1789484861.9349065,46762.7668331,374,2,7601020066fce524767be961000076014d6ed2c8
1195,1789484861.9534256,46762.7853525,375,0,770100004b7ccacec4b6a3c6ce30153fae8b089f
1196,1789484861.9541323,46762.7860589,375,1,770101004f66a62c6bf516a23de898d11f607b2e
1197,1789484861.954911,46762.7868378,375,2,77010200d7a38b61158e6956000077011f607b2e
1198,1789484861.9734583,46762.805385,376,0,78010000ca749e851718b6f215374e551cb72a86
1199,1789484861.9741426,46762.8060692,376,1,780101002126818826e8ab89100ab28b393e3f4b
1200,1789484861.9749908,46762.8069175,376,2,78010200ca4d6283e2e33e9d00007801393e3f4b
1201,1789484861.9934206,46762.8253473,377,0,79010000877375071412cd13b6b220fac3da25f6
1202,1789484861.994126,46762.8260529,377,1,79010100ca3696929672baf84ce3483dc23780bf
1203,1789484861.9949079,46762.8268346,377,2,79010200369e5b950027e9fb00007901c23780bf
1204,1789484862.0134375,46762.8453642,378,0,7a010000ba942ccee812f67ccde9bc62cbf2daaa
1205,1789484862.0141304,46762.8460573,378,1,7a0101001f24de0f8de0a3b60f52a076f6303a41
1206,1789484862.0149143,46762.8468411,378,2,7a01020012738cc24f1be95b01007a01f6303a41
1207,1789484862.033459,46762.8653858,379,0,7b010000aab42ccec5558a0814879e5de9191453
1208,1789484862.0341532,46762.86608,379,1,7b010100a50eb6d4757ac40124b816c3487d0fd0
1209,1789484862.0349178,46762.8668445,379,2,7b010200aa722df45f1be9fb02007b01487d0fd0
1210,1789484862.0534794,46762.8854062,380,0,7c010000dfbfb538f806cd08eef93d123a12d8f4
1211,1789484862.0541673,46762.8860942,380,1,7c0101006fb092e6722ab38c33a751e707268622
1212,1789484862.0549285,46762.8868555,380,2,7c01020010371a74f00ab9c201007c0107268622
1213,1789484862.0734704,46762.9053973,381,0,7d01000075af4b4d4a4fca1dfb5f09128f0506d9
1214,1789484862.0741603,46762.9060873,381,1,7d01010072661074802762d32944ccdf0f180713
1215,1789484862.075017,46762.9069437,381,2,7d0102005be51e01b2e4b54f01007d010f180713
1216,1789484862.0934834,46762.9254101,382,0,7e0100007fa56d377d02f65cd746c412f4856431
1217,1789484862.094143,46762.9260697,382,1,7e0101008dd662661a4006e10d696cfbeb089b34
1218,1789484862.094909,46762.9268357,382,2,7e0102003f065428d34be92b01007e01eb089b34
1219,1789484862.113476,46762.9454029,383,0,7f0100002a9f2c0e571e37fcded63e07d2eea47f
1220,1789484862.1141694,46762.9460961,383,1,7f0101001a8113dc6ef3a6251453ceb6140b70e0
1221,1789484862.1149259,46762.9468526,383,2,7f01020077900bbda663297a00007f01140b70e0
1222,1789484862.1334534,46762.96538,384,0,800100007b7c32f61eb067fcb68d29a5c1ad3cd5
1223,1789484862.1341338,46762.9660606,384,1,80010100b6c1b49e24dd3d0f390aaaed929cf405
1224,1789484862.134911,46762.9668377,384,2,80010200e1968e1d003be9fb00008001929cf405
1225,1789484862.1534643,46762.9853909,385,0,810100005a7d33cc3a2a55d98a6db6698a7a4397
1226,1789484862.15416,46762.9860868,385,1,81010100ff660b4612660e02b194400cc2050ba1
1227,1789484862.1548946,46762.9868215,385,2,810102001d1310a9ba0ee95b00008101c2050ba1
1228,1789484862.1734793,46763.0054062,386,0,82010000da6c6eccc96aa3558227c47175153c6f
1229,1789484862.1741524,46763.0060793,386,1,8201010098f8428cb76670cdabb6f33472de23ac
1230,1789484862.175065,46763.0069919,386,2,82010200ffa81d764c60e93c0000820172de23ac
1231,1789484862.1934528,46763.0253795,387,0,830100002674736087752838a07f4890c33918bf
1232,1789484862.1941397,46763.0260663,387,1,83010100844116f18ef7f174dc08add910808c48
1233,1789484862.194915,46763.0268419,387,2,83010200ba467365c437e94b0000830110808c48
1234,1789484862.213503,46763.0454299,388,0,84010000ea74531686b5de3aa2a5824353fe3511
1235,1789484862.214155,46763.0460818,388,1,8401010091405d26221e17141d71bf2837be9a34
1236,1789484862.2149074,46763.0468341,388,2,84010200e4d9bec29d0fe9980000840137be9a34
1237,1789484862.2334685,46763.0653951,389,0,85010000fa7453069a29e5e411ce8ed01b1a5418
1238,1789484862.2341688,46763.0660955,389,1,8501010085fad831192ecc81b9b9c3e7d1b98956
1239,1789484862.234919,46763.066846,389,2,85010200a5e531220e3be9fb00008501d1b98956
1240,1789484862.253469,46763.0853957,390,0,86010000a66c22600f85a61753e6fe20a3b68ca8
1241,1789484862.254165,46763.0860918,390,1,8601010015179cf1c891c72276d2bab603a88518
1242,1789484862.2549171,46763.086844,390,2,86010200fee07f059c9b59a00000860103a88518
1243,1789484862.273475,46763.1054015,391,0,87010000b6640b7e2a94e77461b1db1a41ae7a8c
1244,1789484862.2741406,46763.1060674,391,1,870101008f365c405d7e6cb5ebb17a033f0d6b40
1245,1789484862.2750185,46763.1069454,391,2,87010200c327e2deba78e9fb000087013f0d6b40
1246,1789484862.293459,46763.1253858,392,0,88010000af640ae53ac0c6fb505216ecf51ac760
1247,1789484862.2941532,46763.1260801,392,1,88010100d48886c04d5e74050581b678c60964a7
1248,1789484862.2949123,46763.126839,392,2,8801020045689f16c03fe13f00008801c60964a7
1249,1789484862.3134413,46763.145368,393,0,890100007e9f0426b248764993c22f2eb15766ca
1250,1789484862.314133,46763.1460598,393,1,890101007b5ee2c55e0a1b53dca946f0553ebad2
1251,1789484862.3149028,46763.1468295,393,2,890102006a8e05a1fd7de9fb01008901553ebad2
1252,1789484862.3335161,46763.1654427,394,0,8a010000de9d03e4a8a1e7f771a2cb49e98c178b
1253,1789484862.334179,46763.1661057,394,1,8a010100665cc5bbe36992280374de51fd48c4cd
1254,1789484862.3349242,46763.166851,394,2,8a010200f7167e78fdbde9fb00008a01fd48c4cd
1255,1789484862.3534856,46763.1854124,395,0,8b010000a97483e54404d25199f7b5c3fc5537ef
1256,1789484862.354179,46763.1861055,395,1,8b010100b6867ec400eedf771bb570905ba882f6
1257,1789484862.3550344,46763.1869612,395,2,8b0102002b2ee38bf026e9cf00008b015ba882f6
1262,1789484862.3740406,46763.2059674,396,0,8c010000acd24fe976a70257d72b3e8e394c4540
1263,1789484862.3746724,46763.2065991,396,1,8c01010020a2b42c5a35054f2bc1ae4a4bd01691
1264,1789484862.3754654,46763.2073922,396,2,8c010200d3100b0ebdf0e9fb1d008c014bd01691
